[Source: Government of the Netherlands](https://almanak.overheid.nl/categorie/31/provincies/)
[Updated: September 17, 2018]
Drenthe
Flevoland
Fryslân
Gelderland
Groningen
Limburg
Noord-Brabant
Noord-Holland
Overijssel
Utrecht
Zeeland
Zuid-Holland
