[Source: UNESCO](https://whc.unesco.org/en/list/1545)
[Updated: August 8, 2018]
18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex
Aachen Cathedral
Aapravasi Ghat
Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea
Abbey and Altenmünster of Lorsch
Abbey Church of Saint-Savin sur Gartempe
Abbey of St Gall
Abu Mena
Acropolis, Athens
Aflaj Irrigation Systems of Oman
Agave Landscape and Ancient Industrial Facilities of Tequila
Agra Fort
Agricultural Landscape of Southern Öland
Air and Ténéré Natural Reserves
Ajanta Caves
Aksum
Al Qal'a of Beni Hammad
Al Zubarah Archaeological Site
Al-Ahsa Oasis, an Evolving Cultural Landscape
Al-Hijr Archaeological Site (Madâin Sâlih)
Aldabra Atoll
Alejandro de Humboldt National Park
Alhambra, Generalife and Albayzín, Granada 21
Alto Douro Wine Region
Amiens Cathedral
Amphitheatre of El Jem
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe
Ancient Building Complex in the Wudang Mountains
Ancient City of Aleppo
Ancient City of Bosra
Ancient City of Damascus
Ancient City of Nessebar
Ancient City of Ping Yao
Ancient City of Polonnaruwa
Ancient City of Qalhat
Ancient City of Sigiriya
Ancient City of Tauric Chersonese and its Chora
Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata
Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche
Ancient Thebes with its Necropolis
Ancient Villages in Southern Anhui – Xidi and Hongcun
Ancient Villages of Northern Syria
Angkor
Anjar
Antequera Dolmens Site
Antigua Guatemala
Antigua Naval Dockyard and Related Archaeological Sites
Aphrodisias
Aqueduct of Padre Tembleque Hydraulic System
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale
Arabian Oryx Sanctuary Delisted 2007
Aranjuez Cultural Landscape
Archaeological Area and the Patriarchal Basilica of Aquileia
Archaeological Area of Agrigento
Archaeological Areas of Pompei, Herculaneum and Torre Annunziata
Archaeological Border complex of Hedeby and the Danevirke
Archaeological Ensemble of Mérida
Archaeological Ensemble of Tárraco
Archaeological Heritage of the Lenggong Valley
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba
Archaeological Monuments Zone of Xochicalco
Archaeological Park and Ruins of Quirigua
Archaeological Ruins at Moenjodaro
Archaeological Site of Aigai (modern name Vergina)
Archaeological Site of Ani
Archaeological Site of Atapuerca
Archaeological Site of Carthage
Archaeological Site of Cyrene
Archaeological Site of Delphi
Archaeological Site of Leptis Magna
Archaeological Site of Mystras
Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar
Archaeological Site of Olympia
Archaeological Site of Panamá Viejo and Historic District of Panamá
Archaeological Site of Philippi
Archaeological Site of Sabratha
Archaeological Site of Troy
Archaeological Site of Volubilis
Archaeological Sites of Bat, Al-Khutm and Al-Ayn
Archaeological Sites of Mycenae and Tiryns
Archaeological Sites of the Island of Meroe
Archaeological Zone of Paquimé, Casas Grandes
Archipiélago de Revillagigedo
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad
Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh
Area de Conservación Guanacaste
Arles, Roman and Romanesque Monuments
Armenian Monastic Ensembles of Iran
Asante Traditional Buildings
Ashur (Qal'at Sherqat)
Asmara: A Modernist African City
Assisi, the Basilica of San Francesco and Other Franciscan Sites
Assumption Cathedral and Monastery of the town-island of Sviyazhsk
At-Turaif District in ad-Dir'iyah
Atlantic Forest South-East Reserves
Auschwitz Birkenau
Australian Convict Sites
Australian Fossil Mammal Sites (Riversleigh / Naracoorte)
Baalbek
Baekje Historic Areas
Bahla Fort
