[Source: CIA World Factbook](https://www.cia.gov/library/publications/the-world-factbook/geos/mx.html)
[Updated: August 8, 2018]
Aguascalientes
Baja California
Baja California Sur
Campeche
Chiapas
Chihuahua
Coahuila
Colima
Cuidad de Mexico
Durango
Guanajuato
Guerrero
Hidalgo
Jalisco
Mexico
Michoacan
Morelos
Nayarit
Nuevo Leon
Oaxaca
Puebla
Queretaro
Quintana Roo
San Luis Potosi
Sinaloa
Sonora
Tabasco
Tamaulipas
Tlaxcala
Veracruz
Yucatan
Zacatecas
