[Source: Ben and Jerry's](https://www.benjerry.com/flavors/ice-cream-pints)
[Updated: September 25, 2018]
Caramel Chocolate Cheesecake
Chillin' the Roast™  
Chocolate Shake It™
Gimme S’more!™
Glampfire Trail Mix™
It's Ice...Cream
Pecan Sticky Buns
Americone Dream®
Banana Split
Blondie Ambition™
Boom Chocolatta™ Cookie Core
Bourbon Pecan Pie
Buttery Bourbon Ice Cream with Pecans, Shortbread Cookie Pieces & a Whiskey Caramel Swirl
Brewed to Matter™
Brownie Batter Core
Cheesecake Brownie
Cherry Garcia®
Chocolate Chip Cookie Dough
Chocolate Fudge Brownie
Chocolate Therapy®
Chubby Hubby®
Chunky Monkey®
Cinnamon Buns®
Coconuts for Caramel Core
Coffee Toffee Bar Crunch
Coffee, Coffee BuzzBuzzBuzz!®
Cookies & Cream Cheesecake Core
Everything But The...®
Half Baked®
Karamel Sutra® Core
Keep Caramel & Cookie On™
Milk & Cookies
Vanilla Ice Cream with a Chocolate Cookie Swirl, Chocolate Chip & Chocolate Chocolate Chip Cookies
Mint Chocolate Cookie
Peppermint Ice Cream with Chocolate Sandwich Cookies
New York Super Fudge Chunk®
Chocolate Ice Cream with White & Dark Fudge Chunks, Pecans, Walnuts & Fudge-Covered Almonds
Oat of This Swirled™
Buttery Brown Sugar Ice Cream with Fudge Flakes & Oatmeal Cinnamon Cookie Swirls
Peanut Buttah Cookie Core
Peanut Butter Cup
Peanut Butter Fudge Core
Peanut Butter World®
Milk Chocolate Ice Cream with Peanut Buttery Swirls & Chocolate Cookie Swirls
Phish Food®
Chocolate Ice Cream with Gooey Marshmallow Swirls, Caramel Swirls & Fudge Fish
Pistachio Pistachio
Pistachio Ice Cream with Lightly Roasted Pistachios
Pumpkin Cheesecake
Red Velvet Cake
S'mores
Salted Caramel Almond
Salted Caramel Core
Spectacular Speculoos™ Cookie Core
Strawberry Cheesecake
The Tonight Dough®
Triple Caramel Chunk®
Truffle Kerfuffle™
Urban Bourbon™
Vanilla
Vanilla Caramel Fudge
Vanilla Toffee Bar Crunch
